Health_Center_ID,Disease_Name,month,hist_disease_p_avg
13,Stomach Issues,11,1.5964912280701755
13,Stomach Issues,12,1.5873015873015872
14,Cold/Cough,1,8.559139784946236
14,Cold/Cough,2,2.3768115942028984
14,Cold/Cough,3,1.6582278481012658
14,Cold/Cough,4,1.9384615384615385
14,Cold/Cough,5,1.8805970149253732
14,Cold/Cough,6,2.1323529411764706
14,Cold/Cough,7,2.2435897435897436
14,Cold/Cough,8,2.155844155844156
14,Cold/Cough,9,2.357142857142857
14,Cold/Cough,10,2.1973684210526314
14,Cold/Cough,11,8.455555555555556
14,Cold/Cough,12,7.344086021505376
14,Diabetes,1,1.3548387096774193
14,Diabetes,2,1.6666666666666667
14,Diabetes,3,1.4651162790697674
14,Diabetes,4,1.391304347826087
14,Diabetes,5,1.394736842105263
14,Diabetes,6,1.375
14,Diabetes,7,1.5535714285714286
14,Diabetes,8,1.4042553191489362
14,Diabetes,9,1.3461538461538463
14,Diabetes,10,1.5689655172413792
14,Diabetes,11,1.25
14,Diabetes,12,1.3658536585365855
14,Eye Problems,1,1.6296296296296295
14,Eye Problems,2,2.085714285714286
14,Eye Problems,3,1.878787878787879
14,Eye Problems,4,1.8676470588235294
14,Eye Problems,5,1.855072463768116
14,Eye Problems,6,2.0945945945945947
14,Eye Problems,7,2.0684931506849313
14,Eye Problems,8,2.168831168831169
14,Eye Problems,9,1.9305555555555556
14,Eye Problems,10,2.2435897435897436
14,Eye Problems,11,1.7843137254901962
14,Eye Problems,12,1.6226415094339623
14,Fever,1,1.7592592592592593
14,Fever,2,2.283582089552239
14,Fever,3,1.7619047619047619
14,Fever,4,1.9393939393939394
14,Fever,5,1.8181818181818181
14,Fever,6,10.633333333333333
14,Fever,7,14.16304347826087
14,Fever,8,12.64516129032258
14,Fever,9,11.255555555555556
14,Fever,10,2.4285714285714284
14,Fever,11,1.6
14,Fever,12,1.7241379310344827
14,Hypertension,1,1.2432432432432432
14,Hypertension,2,1.5087719298245614
14,Hypertension,3,1.4285714285714286
14,Hypertension,4,1.392156862745098
14,Hypertension,5,1.4285714285714286
14,Hypertension,6,1.4705882352941178
14,Hypertension,7,1.537037037037037
14,Hypertension,8,1.5932203389830508
14,Hypertension,9,1.574468085106383
14,Hypertension,10,1.3584905660377358
14,Hypertension,11,1.2972972972972974
14,Hypertension,12,1.275
14,Joint Pain,1,1.5714285714285714
14,Joint Pain,2,2.433333333333333
14,Joint Pain,3,1.646153846153846
14,Joint Pain,4,1.7692307692307692
14,Joint Pain,5,1.6451612903225807
14,Joint Pain,6,2.4155844155844157
14,Joint Pain,7,2.1538461538461537
14,Joint Pain,8,2.527027027027027
14,Joint Pain,9,2.1818181818181817
14,Joint Pain,10,2.220779220779221
14,Joint Pain,11,1.492537313432836
14,Joint Pain,12,1.607843137254902
14,Other,1,1.7708333333333333
14,Other,2,2.074626865671642
14,Other,3,1.9264705882352942
14,Other,4,1.7878787878787878
14,Other,5,1.9014084507042253
14,Other,6,2.3424657534246576
14,Other,7,2.3066666666666666
14,Other,8,2.4050632911392404
14,Other,9,2.1948051948051948
14,Other,10,2.1097560975609757
14,Other,11,1.7037037037037037
14,Other,12,1.6363636363636365
14,Respiratory Issues,1,7.365591397849462
14,Respiratory Issues,2,2.272727272727273
14,Respiratory Issues,3,1.8484848484848484
14,Respiratory Issues,4,1.9393939393939394
14,Respiratory Issues,5,1.8656716417910448
14,Respiratory Issues,6,2.125
14,Respiratory Issues,7,2.402439024390244
14,Respiratory Issues,8,2.3424657534246576
14,Respiratory Issues,9,2.189189189189189
14,Respiratory Issues,10,2.493150684931507
14,Respiratory Issues,11,7.988888888888889
14,Respiratory Issues,12,8.043010752688172
14,Skin Problems,1,1.5818181818181818
14,Skin Problems,2,2.217391304347826
14,Skin Problems,3,1.78125
14,Skin Problems,4,1.9583333333333333
14,Skin Problems,5,1.7916666666666667
14,Skin Problems,6,2.1923076923076925
14,Skin Problems,7,2.1139240506329116
14,Skin Problems,8,2.3
14,Skin Problems,9,2.064935064935065
14,Skin Problems,10,2.2948717948717947
14,Skin Problems,11,1.6923076923076923
14,Skin Problems,12,1.5
14,Stomach Issues,1,1.671875
14,Stomach Issues,2,2.3076923076923075
14,Stomach Issues,3,5.89247311827957
14,Stomach Issues,4,6.288888888888889
14,Stomach Issues,5,5.826086956521739
14,Stomach Issues,6,4.325581395348837
14,Stomach Issues,7,4.966666666666667
14,Stomach Issues,8,4.604395604395604
14,Stomach Issues,9,4.719101123595506
14,Stomach Issues,10,2.1298701298701297
14,Stomach Issues,11,1.7142857142857142
14,Stomach Issues,12,1.462962962962963
15,Cold/Cough,1,22.731182795698924
15,Cold/Cough,2,5.083333333333333
15,Cold/Cough,3,3.8777777777777778
15,Cold/Cough,4,3.831460674157303
15,Cold/Cough,5,3.764044943820225
15,Cold/Cough,6,4.7555555555555555
15,Cold/Cough,7,5.445652173913044
15,Cold/Cough,8,5.419354838709677
15,Cold/Cough,9,4.696629213483146
15,Cold/Cough,10,5.064516129032258
15,Cold/Cough,11,22.144444444444446
15,Cold/Cough,12,24.13978494623656
15,Diabetes,1,2.026666666666667
15,Diabetes,2,3.1052631578947367
15,Diabetes,3,2.2948717948717947
15,Diabetes,4,2.211267605633803
15,Diabetes,5,2.2467532467532467
15,Diabetes,6,2.8860759493670884
15,Diabetes,7,2.776470588235294
15,Diabetes,8,3.088888888888889
15,Diabetes,9,2.4761904761904763
15,Diabetes,10,2.927710843373494
15,Diabetes,11,1.9375
15,Diabetes,12,2.0704225352112675
15,Eye Problems,1,2.7241379310344827
15,Eye Problems,2,5.380952380952381
15,Eye Problems,3,3.797752808988764
15,Eye Problems,4,3.8255813953488373
15,Eye Problems,5,3.7555555555555555
15,Eye Problems,6,5.264367816091954
15,Eye Problems,7,5.2555555555555555
15,Eye Problems,8,5.836956521739131
15,Eye Problems,9,5.044444444444444
15,Eye Problems,10,5.65934065934066
15,Eye Problems,11,2.9220779220779223
15,Eye Problems,12,2.857142857142857
15,Fever,1,3.13953488372093
15,Fever,2,5.178571428571429
15,Fever,3,3.8461538461538463
15,Fever,4,3.909090909090909
15,Fever,5,3.8369565217391304
15,Fever,6,29.31111111111111
15,Fever,7,39.82608695652174
15,Fever,8,38.516129032258064
15,Fever,9,31.377777777777776
15,Fever,10,5.5
15,Fever,11,2.8313253012048194
15,Fever,12,2.765432098765432
15,Hypertension,1,1.8666666666666667
15,Hypertension,2,3.25974025974026
15,Hypertension,3,2.22972972972973
15,Hypertension,4,2.2535211267605635
15,Hypertension,5,1.975
15,Hypertension,6,2.775
15,Hypertension,7,3.0113636363636362
15,Hypertension,8,2.9431818181818183
15,Hypertension,9,2.875
15,Hypertension,10,3.0
15,Hypertension,11,1.6666666666666667
15,Hypertension,12,1.8181818181818181
15,Joint Pain,1,2.8674698795180724
15,Joint Pain,2,5.265060240963855
15,Joint Pain,3,3.460674157303371
15,Joint Pain,4,3.7857142857142856
15,Joint Pain,5,3.561797752808989
15,Joint Pain,6,4.9772727272727275
15,Joint Pain,7,5.483516483516484
15,Joint Pain,8,5.206521739130435
15,Joint Pain,9,5.103448275862069
15,Joint Pain,10,4.967741935483871
15,Joint Pain,11,3.1481481481481484
15,Joint Pain,12,2.8735632183908044
15,Other,1,2.813953488372093
15,Other,2,5.070588235294117
15,Other,3,3.965909090909091
15,Other,4,3.8
15,Other,5,3.7934782608695654
15,Other,6,4.7444444444444445
15,Other,7,5.108695652173913
15,Other,8,5.698924731182796
15,Other,9,5.0
15,Other,10,5.516483516483516
15,Other,11,2.925925925925926
15,Other,12,2.9176470588235293
15,Respiratory Issues,1,21.623655913978496
15,Respiratory Issues,2,5.094117647058823
15,Respiratory Issues,3,3.6373626373626373
15,Respiratory Issues,4,4.122222222222222
15,Respiratory Issues,5,3.715909090909091
15,Respiratory Issues,6,5.011111111111111
15,Respiratory Issues,7,5.554347826086956
15,Respiratory Issues,8,5.56989247311828
15,Respiratory Issues,9,4.808988764044944
15,Respiratory Issues,10,5.451612903225806
15,Respiratory Issues,11,21.544444444444444
15,Respiratory Issues,12,24.021505376344088
15,Skin Problems,1,2.9450549450549453
15,Skin Problems,2,5.5
15,Skin Problems,3,3.49438202247191
15,Skin Problems,4,4.1395348837209305
15,Skin Problems,5,3.532608695652174
15,Skin Problems,6,5.295454545454546
15,Skin Problems,7,5.217391304347826
15,Skin Problems,8,5.663043478260869
15,Skin Problems,9,4.822222222222222
15,Skin Problems,10,5.406593406593407
15,Skin Problems,11,3.0823529411764707
15,Skin Problems,12,3.011764705882353
15,Stomach Issues,1,3.107142857142857
15,Stomach Issues,2,5.469879518072289
15,Stomach Issues,3,15.795698924731182
15,Stomach Issues,4,16.666666666666668
15,Stomach Issues,5,15.709677419354838
15,Stomach Issues,6,12.066666666666666
15,Stomach Issues,7,13.423913043478262
15,Stomach Issues,8,13.473118279569892
15,Stomach Issues,9,12.797752808988765
15,Stomach Issues,10,5.365591397849462
15,Stomach Issues,11,2.869047619047619
15,Stomach Issues,12,2.8674698795180724
16,Cold/Cough,1,7.301075268817204
16,Cold/Cough,2,2.1194029850746268
16,Cold/Cough,3,1.7605633802816902
16,Cold/Cough,4,1.935483870967742
16,Cold/Cough,5,1.78125
16,Cold/Cough,6,2.3421052631578947
16,Cold/Cough,7,2.1645569620253164
16,Cold/Cough,8,2.2533333333333334
16,Cold/Cough,9,2.352112676056338
16,Cold/Cough,10,2.1265822784810124
16,Cold/Cough,11,7.655555555555556
16,Cold/Cough,12,8.13978494623656
16,Diabetes,1,1.3870967741935485
16,Diabetes,2,1.4375
16,Diabetes,3,1.4545454545454546
16,Diabetes,4,1.5609756097560976
16,Diabetes,5,1.530612244897959
16,Diabetes,6,1.5849056603773586
16,Diabetes,7,1.6842105263157894
16,Diabetes,8,1.7735849056603774
16,Diabetes,9,1.471698113207547
16,Diabetes,10,1.625
16,Diabetes,11,1.15
16,Diabetes,12,1.25
16,Eye Problems,1,1.4642857142857142
16,Eye Problems,2,2.3636363636363638
16,Eye Problems,3,1.7536231884057971
16,Eye Problems,4,1.7142857142857142
16,Eye Problems,5,1.8840579710144927
16,Eye Problems,6,2.1884057971014492
16,Eye Problems,7,2.1095890410958904
16,Eye Problems,8,2.1481481481481484
16,Eye Problems,9,2.064935064935065
16,Eye Problems,10,2.223684210526316
16,Eye Problems,11,1.5964912280701755
16,Eye Problems,12,1.5714285714285714
16,Fever,1,1.5818181818181818
16,Fever,2,2.0142857142857142
16,Fever,3,1.7826086956521738
16,Fever,4,1.8970588235294117
16,Fever,5,1.661764705882353
16,Fever,6,10.744444444444444
16,Fever,7,14.184782608695652
16,Fever,8,12.623655913978494
16,Fever,9,11.522222222222222
16,Fever,10,2.1904761904761907
16,Fever,11,1.4363636363636363
16,Fever,12,1.509090909090909
16,Hypertension,1,1.2333333333333334
16,Hypertension,2,1.6041666666666667
16,Hypertension,3,1.4473684210526316
16,Hypertension,4,1.3863636363636365
16,Hypertension,5,1.4042553191489362
16,Hypertension,6,1.5
16,Hypertension,7,1.467741935483871
16,Hypertension,8,1.7818181818181817
16,Hypertension,9,1.44
16,Hypertension,10,1.558139534883721
16,Hypertension,11,1.2962962962962963
16,Hypertension,12,1.375
16,Joint Pain,1,1.6
16,Joint Pain,2,2.0144927536231885
16,Joint Pain,3,1.8285714285714285
16,Joint Pain,4,1.8507462686567164
16,Joint Pain,5,1.9701492537313432
16,Joint Pain,6,2.164383561643836
16,Joint Pain,7,2.4457831325301207
16,Joint Pain,8,2.3835616438356166
16,Joint Pain,9,2.1447368421052633
16,Joint Pain,10,2.054054054054054
16,Joint Pain,11,1.5964912280701755
16,Joint Pain,12,1.5593220338983051
16,Other,1,1.65
16,Other,2,2.1506849315068495
16,Other,3,1.6891891891891893
16,Other,4,1.7666666666666666
16,Other,5,1.8
16,Other,6,2.32
16,Other,7,2.275
16,Other,8,2.4358974358974357
16,Other,9,2.1333333333333333
16,Other,10,2.175675675675676
16,Other,11,1.6153846153846154
16,Other,12,1.5471698113207548
16,Respiratory Issues,1,7.559139784946237
16,Respiratory Issues,2,2.1159420289855073
16,Respiratory Issues,3,1.8823529411764706
16,Respiratory Issues,4,1.8428571428571427
16,Respiratory Issues,5,1.986842105263158
16,Respiratory Issues,6,2.027027027027027
16,Respiratory Issues,7,2.3506493506493507
16,Respiratory Issues,8,2.2133333333333334
16,Respiratory Issues,9,2.103896103896104
16,Respiratory Issues,10,2.1578947368421053
16,Respiratory Issues,11,8.21111111111111
16,Respiratory Issues,12,8.602150537634408
16,Skin Problems,1,1.543859649122807
16,Skin Problems,2,1.9047619047619047
16,Skin Problems,3,1.8676470588235294
16,Skin Problems,4,1.8852459016393444
16,Skin Problems,5,1.8412698412698412
16,Skin Problems,6,2.0821917808219177
16,Skin Problems,7,2.3013698630136985
16,Skin Problems,8,2.075
16,Skin Problems,9,2.3380281690140845
16,Skin Problems,10,2.3
16,Skin Problems,11,1.5777777777777777
16,Skin Problems,12,1.4
16,Stomach Issues,1,1.6206896551724137
16,Stomach Issues,2,2.4838709677419355
16,Stomach Issues,3,5.988888888888889
16,Stomach Issues,4,6.222222222222222
16,Stomach Issues,5,5.630434782608695
16,Stomach Issues,6,4.568181818181818
16,Stomach Issues,7,4.9222222222222225
16,Stomach Issues,8,4.688172043010753
16,Stomach Issues,9,4.696629213483146
16,Stomach Issues,10,2.111111111111111
16,Stomach Issues,11,1.4038461538461537
16,Stomach Issues,12,1.6491228070175439
17,Cold/Cough,1,8.129032258064516
17,Cold/Cough,2,2.547945205479452
17,Cold/Cough,3,1.7741935483870968
17,Cold/Cough,4,1.6721311475409837
17,Cold/Cough,5,1.7972972972972974
17,Cold/Cough,6,2.057142857142857
17,Cold/Cough,7,2.0
17,Cold/Cough,8,2.1481481481481484
17,Cold/Cough,9,2.1772151898734178
17,Cold/Cough,10,2.054054054054054
17,Cold/Cough,11,7.722222222222222
17,Cold/Cough,12,8.35483870967742
17,Diabetes,1,1.3636363636363635
17,Diabetes,2,1.803921568627451
17,Diabetes,3,1.44
17,Diabetes,4,1.4285714285714286
17,Diabetes,5,1.346938775510204
17,Diabetes,6,1.5
17,Diabetes,7,1.3454545454545455
17,Diabetes,8,1.5178571428571428
17,Diabetes,9,1.3488372093023255
17,Diabetes,10,1.5660377358490567
17,Diabetes,11,1.16
17,Diabetes,12,1.2682926829268293
17,Eye Problems,1,1.4464285714285714
17,Eye Problems,2,2.289855072463768
17,Eye Problems,3,1.7714285714285714
17,Eye Problems,4,1.7118644067796611
17,Eye Problems,5,2.0428571428571427
17,Eye Problems,6,2.2837837837837838
17,Eye Problems,7,2.1358024691358026
17,Eye Problems,8,2.2948717948717947
17,Eye Problems,9,1.9295774647887325
17,Eye Problems,10,2.2222222222222223
17,Eye Problems,11,1.5217391304347827
17,Eye Problems,12,1.42
17,Fever,1,1.7547169811320755
17,Fever,2,2.1095890410958904
17,Fever,3,1.606060606060606
17,Fever,4,2.0405405405405403
17,Fever,5,2.017543859649123
17,Fever,6,11.277777777777779
17,Fever,7,14.206521739130435
17,Fever,8,13.440860215053764
17,Fever,9,10.786516853932584
17,Fever,10,2.1780821917808217
17,Fever,11,1.5490196078431373
17,Fever,12,1.46
17,Hypertension,1,1.4285714285714286
17,Hypertension,2,1.5957446808510638
17,Hypertension,3,1.34
17,Hypertension,4,1.288888888888889
17,Hypertension,5,1.3953488372093024
17,Hypertension,6,1.456140350877193
17,Hypertension,7,1.5740740740740742
17,Hypertension,8,1.75
17,Hypertension,9,1.4838709677419355
17,Hypertension,10,1.65
17,Hypertension,11,1.4871794871794872
17,Hypertension,12,1.135135135135135
17,Joint Pain,1,1.640625
17,Joint Pain,2,2.0
17,Joint Pain,3,1.855263157894737
17,Joint Pain,4,1.9692307692307693
17,Joint Pain,5,1.8307692307692307
17,Joint Pain,6,2.436619718309859
17,Joint Pain,7,2.3815789473684212
17,Joint Pain,8,2.4
17,Joint Pain,9,2.1604938271604937
17,Joint Pain,10,2.25
17,Joint Pain,11,1.5862068965517242
17,Joint Pain,12,1.5892857142857142
17,Other,1,1.7
17,Other,2,2.142857142857143
17,Other,3,1.8214285714285714
17,Other,4,1.696969696969697
17,Other,5,1.640625
17,Other,6,2.0526315789473686
17,Other,7,2.402439024390244
17,Other,8,2.103896103896104
17,Other,9,2.219178082191781
17,Other,10,2.111111111111111
17,Other,11,1.6346153846153846
17,Other,12,1.5272727272727273
17,Respiratory Issues,1,7.924731182795699
17,Respiratory Issues,2,2.3285714285714287
17,Respiratory Issues,3,1.7846153846153847
17,Respiratory Issues,4,1.5507246376811594
17,Respiratory Issues,5,1.8852459016393444
17,Respiratory Issues,6,2.1621621621621623
17,Respiratory Issues,7,2.217948717948718
17,Respiratory Issues,8,2.56
17,Respiratory Issues,9,2.25974025974026
17,Respiratory Issues,10,2.537313432835821
17,Respiratory Issues,11,7.348314606741573
17,Respiratory Issues,12,7.924731182795699
17,Skin Problems,1,1.5
17,Skin Problems,2,2.1549295774647885
17,Skin Problems,3,1.984375
17,Skin Problems,4,1.8529411764705883
17,Skin Problems,5,1.8852459016393444
17,Skin Problems,6,2.232876712328767
17,Skin Problems,7,2.130434782608696
17,Skin Problems,8,2.1948051948051948
17,Skin Problems,9,2.1315789473684212
17,Skin Problems,10,2.26027397260274
17,Skin Problems,11,1.6440677966101696
17,Skin Problems,12,1.3793103448275863
17,Stomach Issues,1,1.5151515151515151
17,Stomach Issues,2,2.3582089552238807
17,Stomach Issues,3,5.946236559139785
17,Stomach Issues,4,6.224719101123595
17,Stomach Issues,5,5.891304347826087
17,Stomach Issues,6,4.206896551724138
17,Stomach Issues,7,4.835164835164835
17,Stomach Issues,8,4.934782608695652
17,Stomach Issues,9,4.449438202247191
17,Stomach Issues,10,2.1333333333333333
17,Stomach Issues,11,1.625
17,Stomach Issues,12,1.5161290322580645
18,Cold/Cough,1,22.602150537634408
18,Cold/Cough,2,5.321428571428571
18,Cold/Cough,3,3.5604395604395602
18,Cold/Cough,4,3.5930232558139537
18,Cold/Cough,5,3.9431818181818183
18,Cold/Cough,6,5.47191011235955
18,Cold/Cough,7,5.739130434782608
18,Cold/Cough,8,5.619565217391305
18,Cold/Cough,9,5.123595505617978
18,Cold/Cough,10,4.967741935483871
18,Cold/Cough,11,22.344444444444445
18,Cold/Cough,12,22.892473118279568
18,Diabetes,1,2.0615384615384613
18,Diabetes,2,3.168831168831169
18,Diabetes,3,2.1666666666666665
18,Diabetes,4,2.3896103896103895
18,Diabetes,5,2.1232876712328768
18,Diabetes,6,3.0843373493975905
18,Diabetes,7,3.1379310344827585
18,Diabetes,8,3.2650602409638556
18,Diabetes,9,2.8875
18,Diabetes,10,2.7294117647058824
18,Diabetes,11,2.0
18,Diabetes,12,1.7941176470588236
18,Eye Problems,1,3.223529411764706
18,Eye Problems,2,5.321428571428571
18,Eye Problems,3,3.477777777777778
18,Eye Problems,4,4.011904761904762
18,Eye Problems,5,4.032608695652174
18,Eye Problems,6,5.224719101123595
18,Eye Problems,7,5.868131868131868
18,Eye Problems,8,5.89247311827957
18,Eye Problems,9,5.233333333333333
18,Eye Problems,10,5.064516129032258
18,Eye Problems,11,2.9186046511627906
18,Eye Problems,12,3.0352941176470587
18,Fever,1,2.954022988505747
18,Fever,2,5.285714285714286
18,Fever,3,3.707865168539326
18,Fever,4,3.9058823529411764
18,Fever,5,3.989010989010989
18,Fever,6,31.711111111111112
18,Fever,7,40.34782608695652
18,Fever,8,39.11827956989247
18,Fever,9,33.21111111111111
18,Fever,10,5.365591397849462
18,Fever,11,2.883720930232558
18,Fever,12,3.0555555555555554
18,Hypertension,1,1.957142857142857
18,Hypertension,2,2.8536585365853657
18,Hypertension,3,1.9565217391304348
18,Hypertension,4,2.2125
18,Hypertension,5,2.155844155844156
18,Hypertension,6,2.9125
18,Hypertension,7,3.2758620689655173
18,Hypertension,8,3.2439024390243905
18,Hypertension,9,2.8860759493670884
18,Hypertension,10,2.9886363636363638
18,Hypertension,11,1.8181818181818181
18,Hypertension,12,1.6111111111111112
18,Joint Pain,1,2.8735632183908044
18,Joint Pain,2,5.270588235294118
18,Joint Pain,3,3.739130434782609
18,Joint Pain,4,3.988888888888889
18,Joint Pain,5,3.6666666666666665
18,Joint Pain,6,5.322222222222222
18,Joint Pain,7,5.815217391304348
18,Joint Pain,8,5.263736263736264
18,Joint Pain,9,5.044943820224719
18,Joint Pain,10,5.355555555555555
18,Joint Pain,11,3.1375
18,Joint Pain,12,2.5714285714285716
18,Other,1,3.010869565217391
18,Other,2,5.729411764705882
18,Other,3,3.8181818181818183
18,Other,4,4.35632183908046
18,Other,5,3.7717391304347827
18,Other,6,5.177777777777778
18,Other,7,5.087912087912088
18,Other,8,5.445652173913044
18,Other,9,5.111111111111111
18,Other,10,5.260869565217392
18,Other,11,2.902439024390244
18,Other,12,3.011764705882353
18,Respiratory Issues,1,22.870967741935484
18,Respiratory Issues,2,5.325301204819277
18,Respiratory Issues,3,3.760869565217391
18,Respiratory Issues,4,3.8160919540229883
18,Respiratory Issues,5,4.078651685393258
18,Respiratory Issues,6,5.056179775280899
18,Respiratory Issues,7,5.141304347826087
18,Respiratory Issues,8,5.129032258064516
18,Respiratory Issues,9,5.3
18,Respiratory Issues,10,5.56989247311828
18,Respiratory Issues,11,22.055555555555557
18,Respiratory Issues,12,22.311827956989248
18,Skin Problems,1,3.072289156626506
18,Skin Problems,2,5.2
18,Skin Problems,3,4.033333333333333
18,Skin Problems,4,3.977272727272727
18,Skin Problems,5,4.022471910112359
18,Skin Problems,6,5.719101123595506
18,Skin Problems,7,5.663043478260869
18,Skin Problems,8,5.344086021505376
18,Skin Problems,9,5.348314606741573
18,Skin Problems,10,5.43956043956044
18,Skin Problems,11,3.023529411764706
18,Skin Problems,12,2.675
18,Stomach Issues,1,3.185185185185185
18,Stomach Issues,2,5.705882352941177
18,Stomach Issues,3,16.752688172043012
18,Stomach Issues,4,16.11111111111111
18,Stomach Issues,5,16.537634408602152
18,Stomach Issues,6,13.255555555555556
18,Stomach Issues,7,13.641304347826088
18,Stomach Issues,8,13.150537634408602
18,Stomach Issues,9,12.666666666666666
18,Stomach Issues,10,5.269662921348314
18,Stomach Issues,11,2.869047619047619
18,Stomach Issues,12,2.8125
19,Cold/Cough,1,7.815217391304348
19,Cold/Cough,2,2.460526315789474
19,Cold/Cough,3,1.7164179104477613
19,Cold/Cough,4,1.8852459016393444
19,Cold/Cough,5,2.096774193548387
19,Cold/Cough,6,2.219178082191781
19,Cold/Cough,7,2.3333333333333335
19,Cold/Cough,8,2.5375
19,Cold/Cough,9,2.2028985507246377
19,Cold/Cough,10,2.25974025974026
19,Cold/Cough,11,7.011111111111111
19,Cold/Cough,12,8.21505376344086
19,Diabetes,1,1.236842105263158
19,Diabetes,2,1.6222222222222222
19,Diabetes,3,1.3055555555555556
19,Diabetes,4,1.5
19,Diabetes,5,1.368421052631579
19,Diabetes,6,1.6
19,Diabetes,7,1.4363636363636363
19,Diabetes,8,1.490566037735849
19,Diabetes,9,1.3255813953488371
19,Diabetes,10,1.5849056603773586
19,Diabetes,11,1.3870967741935485
19,Diabetes,12,1.1578947368421053
19,Eye Problems,1,1.396551724137931
19,Eye Problems,2,2.3380281690140845
19,Eye Problems,3,1.6944444444444444
19,Eye Problems,4,1.8529411764705883
19,Eye Problems,5,1.8142857142857143
19,Eye Problems,6,2.232876712328767
19,Eye Problems,7,2.272727272727273
19,Eye Problems,8,2.12
19,Eye Problems,9,2.1232876712328768
19,Eye Problems,10,2.1265822784810124
19,Eye Problems,11,1.719298245614035
19,Eye Problems,12,1.6229508196721312
19,Fever,1,1.4
19,Fever,2,2.236111111111111
19,Fever,3,1.7833333333333334
19,Fever,4,1.9375
19,Fever,5,1.6571428571428573
19,Fever,6,10.755555555555556
19,Fever,7,14.228260869565217
19,Fever,8,12.301075268817204
19,Fever,9,10.644444444444444
19,Fever,10,2.1219512195121952
19,Fever,11,1.6296296296296295
19,Fever,12,1.543859649122807
19,Hypertension,1,1.3235294117647058
19,Hypertension,2,1.509433962264151
19,Hypertension,3,1.3617021276595744
19,Hypertension,4,1.4871794871794872
19,Hypertension,5,1.2244897959183674
19,Hypertension,6,1.5961538461538463
19,Hypertension,7,1.6440677966101696
19,Hypertension,8,1.5238095238095237
19,Hypertension,9,1.4313725490196079
19,Hypertension,10,1.462962962962963
19,Hypertension,11,1.3448275862068966
19,Hypertension,12,1.2307692307692308
19,Joint Pain,1,1.6349206349206349
19,Joint Pain,2,2.375
19,Joint Pain,3,1.9189189189189189
19,Joint Pain,4,1.7246376811594204
19,Joint Pain,5,1.7419354838709677
19,Joint Pain,6,2.3142857142857145
19,Joint Pain,7,2.240506329113924
19,Joint Pain,8,2.0694444444444446
19,Joint Pain,9,2.486842105263158
19,Joint Pain,10,2.1549295774647885
19,Joint Pain,11,1.4615384615384615
19,Joint Pain,12,1.5
19,Other,1,1.4107142857142858
19,Other,2,2.054054054054054
19,Other,3,1.696969696969697
19,Other,4,1.7049180327868851
19,Other,5,1.8970588235294117
19,Other,6,2.1267605633802815
19,Other,7,2.2
19,Other,8,2.1139240506329116
19,Other,9,2.1333333333333333
19,Other,10,2.236842105263158
19,Other,11,1.6415094339622642
19,Other,12,1.5294117647058822
19,Respiratory Issues,1,7.956989247311828
19,Respiratory Issues,2,2.230769230769231
19,Respiratory Issues,3,1.8970588235294117
19,Respiratory Issues,4,2.0172413793103448
19,Respiratory Issues,5,1.8360655737704918
19,Respiratory Issues,6,2.36
19,Respiratory Issues,7,2.240506329113924
19,Respiratory Issues,8,2.230769230769231
19,Respiratory Issues,9,2.090909090909091
19,Respiratory Issues,10,2.2658227848101267
19,Respiratory Issues,11,7.055555555555555
19,Respiratory Issues,12,8.35483870967742
19,Skin Problems,1,1.5689655172413792
19,Skin Problems,2,2.4225352112676055
19,Skin Problems,3,1.6818181818181819
19,Skin Problems,4,1.8305084745762712
19,Skin Problems,5,1.8666666666666667
19,Skin Problems,6,2.064935064935065
19,Skin Problems,7,2.3026315789473686
19,Skin Problems,8,2.466666666666667
19,Skin Problems,9,2.24
19,Skin Problems,10,2.263157894736842
19,Skin Problems,11,1.6
19,Skin Problems,12,1.434782608695652
19,Stomach Issues,1,1.65
19,Stomach Issues,2,2.1029411764705883
19,Stomach Issues,3,5.858695652173913
19,Stomach Issues,4,5.722222222222222
19,Stomach Issues,5,5.619565217391305
19,Stomach Issues,6,4.202247191011236
19,Stomach Issues,7,4.790697674418604
19,Stomach Issues,8,5.130434782608695
19,Stomach Issues,9,4.561797752808989
19,Stomach Issues,10,2.2027027027027026
19,Stomach Issues,11,1.588235294117647
19,Stomach Issues,12,1.5625
20,Cold/Cough,1,7.56989247311828
20,Cold/Cough,2,2.264705882352941
20,Cold/Cough,3,1.803030303030303
20,Cold/Cough,4,1.7878787878787878
20,Cold/Cough,5,1.7014925373134329
20,Cold/Cough,6,2.219178082191781
20,Cold/Cough,7,2.236111111111111
20,Cold/Cough,8,2.0657894736842106
20,Cold/Cough,9,2.1232876712328768
20,Cold/Cough,10,2.5476190476190474
20,Cold/Cough,11,8.044444444444444
20,Cold/Cough,12,7.376344086021505
20,Diabetes,1,1.3783783783783783
20,Diabetes,2,1.5454545454545454
20,Diabetes,3,1.3111111111111111
20,Diabetes,4,1.3653846153846154
20,Diabetes,5,1.2195121951219512
20,Diabetes,6,1.5833333333333333
20,Diabetes,7,1.4666666666666666
20,Diabetes,8,1.5081967213114753
20,Diabetes,9,1.4565217391304348
20,Diabetes,10,1.4545454545454546
20,Diabetes,11,1.1666666666666667
20,Diabetes,12,1.3125
20,Eye Problems,1,1.546875
20,Eye Problems,2,1.9027777777777777
20,Eye Problems,3,1.7571428571428571
20,Eye Problems,4,1.7121212121212122
20,Eye Problems,5,1.7361111111111112
